title,description,article_text,label
Vos Matchs de Rugby Toulouse/UBB et Toulon/La Rochelle à quelle heure et sur quelle chaîne ?,Retour du Top 14 après les demi-finales européennes. Toulouse reçoit l'UBB tandis que la Rochelle ira à Toulon. Retrouvez le programme TV de la semaine.,"Il n'y a plus que deux équipes du Top 14 en lice en Champions Cup et en Challenge Cup. Le Stade Rochelais et Toulon joueront le titre à la fin du mois de mai. Ce qui veut dire que toutes les autres formations de l'élite sont focalisées sur le championnat à l'occasion de cette 24e journée. A commencer par Toulouse qui reçoit l'UBB dimanche soir. Un match qui, on le rappelle, sera diffusé en clair sur C8. Les hommes de Mola sont sous la menace de la Rochelle pour la première place. Mais ils ont assez d'avance sur les autres poursuivants. Les Rochelais iront d'ailleurs défier les Toulonnais samedi soir. Dans quel état d'esprit seront les joueurs après leur qualification ? En Pro D2, le grand moment est arrivé. On joue la 30e journée et on ne sait toujours pas qui terminera à la deuxième place et qui sera relégué avec Massy. Carcassonne peut encore sauver sa peau malgré sa 15e. En effet, l'USC reçoit Aix-en-Provence tandis que le SA XV va à Oyonnax. Le leader est qualifié depuis longtemps et possède une énorme avance. Cette 30e journée s'annonce passionnante !",rugby
Le Real Madrid se prend un énorme vent sur le mercato,"Alors que le Real Madrid souhaitait le faire revenir cet été, Takefusa Kubo a indiqué vouloir rester à la Real Sociedad."," Comme un symbole. Mardi soir, Takefusa Kubo a participé à la victoire de la Real Sociedad (2-0) face au Real Madrid en ouvrant le score en début de seconde période, faisant exploser la Reale Arena par la même occasion. Un symbole d'autant plus fort que quelques heures plus tôt la presse espagnole expliquait que les Merengues voulaient rapatrier l'international japonais.  Kubo crucifie le Real, deux fois  Mais visiblement, le joueur de 21 ans n'a pas oublié le traitement qu'il a reçu lors de son ""passage"" à la Maison Blanche. Arrivé en 2019, il n'a tout simplement jamais porté la tunique blanche, il a été prêté successivement à Majorque, Villarreal, Getafe et de nouveau Majorque avant d'être transféré à la Real Sociedad cet été. Avec le club basque, le natif de Kawasaki a explosé cette saison, comme s'il avait été libéré par ce transfert. Auteur de 8 buts et 7 passes décisives en 39 matches toutes compétitions confondues, Kubo contribue largement à la belle saison de La Real, actuel 4è de Liga. Love it how Kubo chose not to celebrate against his former club and changed his mind a second later 🤣🤣🤣🤣🤣 pic.twitter.com/wnvUkC2EzW Bien évidemment, il a été interrogé sur la possible qualification en Ligue des Champions de la Sociedad et un possible retour au Real après la rencontre, et sa réponse a été catégorique. ""Quand j'étais enfant, j'avais pour habitude d'allumer la télé pour regarder la Ligue des Champions, je mettais même la musique. C'est la deuxième saison où je joue en Coupe d'Europe et je veux franchir le pas pour jouer cette compétition. (...) Il (Ancelotti) ne m'a pas parlé et, personnellement, j'avais peur que les gens de la Real Sociedad ne veuillent pas de moi pour la saison prochaine, mais ils me veulent et j'en suis très heureux. L’année prochaine je serai 100% txuriurdin"", a-t-il lâché. Le message semble être très clair.",football
Atlético Madrid : Memphis Depay s'est de nouveau blessé,"Ce mercredi, l'Atlético Madrid a annoncé une nouvelle blessure de Memphis Depay."," Memphis Depay traverse décidément une saison compliquée. Alors que Xavi ne comptait pas sur lui au FC Barcelone et ne lui a accordé que 4 matches sur la première partie de saison, l'international néerlandais a choisi de rejoindre l'Atlético Madrid cet hiver, où il a rapidement retrouvé un temps de jeu régulier. Malheureusement, ses pépins physiques l'ont vite rattrapé. Après une grosse blessure à la cuisse en octobre, l'ancien Lyonnais a connu d'autres problèmes musculaires avec les Colchoneros qui l'ont privé de compétition pendant presque tout le moins d'avril. Memphis Depay buteur mais encore blessé  Depay est en effet revenu ce dimanche lors de la victoire (5-2) des Madrilènes face à Valladolid et a même marqué son 4è but en 9 matches depuis son arrivée dans la capitale espagnole. Une joie de courte durée pour l'international néerlandais (88 sélections, 44 buts), car s'il n'a joué que 11 minutes, cela a été suffisant à son corps pour le trahir de nouveau.  📋 Memphis sufre una lesión en el sóleo derecho. El delantero, quien comenzará a recibir sesiones de fisioterapia, se someterá a entrenamiento de readaptación y queda pendiente de evolución.ℹ️ https://t.co/9Ha8ou8fA8 Ce mercredi, le club a en effet annoncé via un communiqué que Depay a quitté l'entraînement collectif mardi en raison d'une nouvelle douleur, cette fois au mollet. Il souffre d'une lésion musculaire au muscle soléaire de la jambe droite, mais sa durée d'indisponibilité n'a pas été précisée. On peut toutefois espérer le revoir sur les terrains avant la fin de saison. L'Atlético affronte Cadix ce mercredi avec l'opportunité de prendre la 2è place, mais ne rejouera ensuite que le 14 mai à Elche, le temps pour Depay de se remettre de sa blessure.",football
"NBA – Énorme scandale dans les votes du MVP, Jokic salement humilié !","Alors que Joel Embiid vient tout juste d’obtenir son premier titre de MVP, certains joueurs peuvent se sentir oubliés. Parmi eux, Nikola Jokic était un candidat clair mais n’a pas réussi à conserver son trône pour la troisième fois consécutive. Une polémique a d’ailleurs éclaté au niveau des votes, puisque le Joker a été salement snobé…","Cette saison, trois joueurs auraient pu être élus MVP sans que cela fasse scandale. Joel Embiid, Nikola Jokic et Giannis Antetokounmpo étaient les clairs candidats au titre de meilleur joueur de la ligue, et aucun autre n’aurait pu venir secouer ce podium évidemment. Finalement, c’est le Camerounais qui obtenu les faveurs des votants et qui a été désigné avec 73 voix.Si le classement est celui auquel on s’attendait, on a tout de même pu assister à une surprise énormissime. Malgré sa deuxième place évidente, Nikola Jokic a en effet été victime d’un gros scandale sur ce suffrage et s’est fait complètement snober. Selon un des votants, le pivot serbe de Denver ne méritait pas une place dans le Top 5 !15 + 52 + 32 + 0 + 0 = 99which means someone out there didnt vote Jokic Top 5https://t.co/TUs13zFH5R15 + 52 + 32 + 0 + 0 = 99, ce qui veut dire que quelqu’un n’a pas mis Jokic dans son top 5.Parmi les votants, un journaliste a donc enlevé Nikola Jokic du Top 5 des meilleurs joueurs de la saison. Après avoir terminé en quasi triple-double de moyenne, le Serbe semblait pourtant avoir fait l’unanimité dans la tête des observateurs, mais il semblerait que finir premier de la conférence Ouest ne suffise pas pour mériter une place de top… Evidemment, cette polémique fait énormément réagir les fans :Whoever they are should have their vote taken away. That's wild.Peu importe qui a fait ça doit se voir retirer son vote. C’est fou.That person should be identified and have their vote removed, this is all time hater mentality. There is no argument to be made that 5 player were better than Jokic this year, it’s not even an opinion matterCette personne devrait être identifiée et son vote retiré. C’est une mentalité de hater, il n’y a aucun argument pour dire que cinq joueurs ont été meilleurs que Jokic cette année, ce n’est même pas une option.Même si l’on connaît sa capacité à n’accorder aucune importance au titre de MVP, on peut tout de même se scandaliser de voir que certains ne considèrent pas Jokic comme un top 5 de la ligue cette saison. Si Joel Embiid a été élu, personne n’aurait été étonné de voir le Serbe remporter ce titre une troisième fois…",basket
"« 3 ans de Rugby étudiant : 1ère année en 10, 2ème en 9, et 3ème … au talon ! Merci les burgers de chez Quick ! »","Jean-Phi Delmas est une figure bien connue des Gaillacois. Entre food trucks, meubles, et rugby, il se livre aujourd’hui et partage son parcours marqué par les valeurs du ballon ovale.","Dans la série de profils à la fois atypiques, humains, et emblématiques, j’ai eu le plaisir d’échanger avec Jean-Philippe. On se connait bien. L’ambiance est aux bons souvenirs et à la rigolade. Les noms des copains et les anecdotes ressortent sans effort au fil de la conversation. J’ai eu la chance de jouer sous le même maillot que lui pendant nos études. Aujourd’hui, c’est avec plaisir que je le retrouve chez lui, au Dépôt, à Gaillac. Un lieu atypique, entre meubles, tireuses, scène, et burgers. Entretien chaleureux, dans un lieu qui lui ressemble.J'ai commencé le rugby à l'école de rugby de l'UAG. Le rituel était bien sûr d'aller voir jouer les seniors à Laborie le dimanche, avec les ""Seigneurs de la Une"" : les Amédée, Vidaillet, Boulade, Mosna, Palis (père de Geoffrey Palis), le 9 Yaya Austruy ou encore Boudet, Billot, Calvel... Ils étaient mes ""Kylian Mbappé"" des années 90 ! Et c'est de là que la passion pour le rugby et l'UAG m'est venue, et m'a donné envie de continuer, en cadet, puis junior...Les années junior, c’est vraiment le pied !C’est ça, j’ai eu la chance d’être champion de France Reichel B, en 2001, aux côtés de futurs joueurs pro comme sylvain Dupuy, Adrien Figueredo, Cédric Squassina, Mathieu Bonello mais d’autres joueurs extraordinaires et des amis de toujours comme Julien Moulis, Thibaut Albert, Cyril Squassina, Yan Gramaglia et notre buteur Mika Delmas. J’en oublie forcément, on n’avait que du bon, rien à jeter !!! Les années juniors, c’est vraiment le pied !Oui c’est ça ! 3 années passées à l’ESC PAU et 3 titres de champion de France des Écoles de Commerce, de super souvenirs aussi avec cette bande de copains ! Cherchez l’erreur : 3 ans de rugby étudiant, 1ère année en 10, 2ème en 9, 3ème au talon… Le «Quick» a eu raison de moi, et je pense que j’ai mérité la carte GOLD au Quick de Pau Université !Je les badais plus que je ne jouais avec je crois !Photo : Marine M. PhotographieOui, avec à la clé un autre titre de champion de France, fédérale 1 B… en 2005 et je me sens chanceux d’avoir touché tous ces bouts de bois, ceci dit pour un marchand de meubles, j’en touchais aussi la semaine du bois ! J’étais pas un grand joueur, j’aboyais juste derrière mes gros, mais j’ai eu la chance de côtoyer de supers joueurs… J'ai même fait quelques petites apparitions sur les feuilles de match de l’équipe 1 à l’UAG en Fédérale 1 aux côtés de joueurs comme Arnaud Costes, Laurent Labit, à la fin de leurs carrières ! Je les badais plus que je ne jouais avec je crois !Jouer 45 minutes après avoir mangé une bonne escalope à la crème, et prendre 50 points contre Agde, ça forge la jeunesse.Ah les années en réserve, l’équipe B de l’UAG, la réserve tu l’aimes ou tu la quittes ! Jouer à 13h30, 45 minutes après avoir mangé une bonne escalope à la crème, et prendre 50 points contre Agde, ça forge la jeunesse !Je finirai ma petite carrière de joueur au BRENS OLYMPIQUE, qui depuis a fusionné avec MONTANS, l’Union Rive Gauche. Il était temps pour moi d’arrêter tellement je trouvais le sol bas pour ramasser le ballon derrière les rucks et l’envoyer à mon numéro 10 pour qu’il en fasse quelque chose ! Un bon K.O. avec une droite reçue par derrière à l’Honor de Cos en février 2020, mâchoire cassée, direction Urgence de Montauban, merci au revoir Clara ! Et me voila K.O. pour le rugby et prêt à me concentrer sur le Dépôt !Oui, entre temps, j’avais fait quelques apparitions dans le Kop de Supporters de l’UAG, les ULTRAS 81, avec qui nous avons supporté notre équipe 1, jusqu’à la finale perdue de Fédérale 3, contre le bassin d’Arcachon, alors que mon pote, Thomas Rouffiac, il l’avait bien aplatie cette putain de gonfle à la 83e ! Un super souvenir aussi, en tant que Kop de supporters avec tout le peuple gaillacois en rouge et noir ! On avait une belle chorale, notamment des chansons cultes : « et à gauche allez… et à droite… allez » mais ma préférée ça reste quand même celle-là, lorsqu’on aimait bien brancher le pilier droit d’en face : « le 3… le 3… à intervilles… chalalalala lalalala ». C’était pas fin, mais qu’est-ce que c’était drôle !Oui, j’ai intégré l’entreprise familiale des MEUBLES DELMAS. Malheureusement, après 15 ans passés dans l’entreprise, la conjoncture et le mode de consommation ont fait que le marché du meuble a profondément changé et nous avons dû arrêter notre activité en 2019, après 50 ans d’entreprise. Il a fallu rebondir, et je suis revenu à ce que je voulais faire étant gamin.Je voulais être cuisinier et faire des pizzas ! Cette envie de partager de bons moments et de proposer des animations festives me vient forcément de mes années rugby passées à l’UAG à Gaillac.Photo : Raynaud Photo.Oui, l’envie de rebondir, de ne pas rester sur un échec m’ont amené à tenter de faire revivre un bâtiment, le Dépôt, que nous exploitions alors pour du stockage de meubles. Rapidement, en proposant des soirées à thème (apéro-concert, soirée primeur, oktoberfest, café-théâtre), on voit que la demande est là et que la clientèle suit… de toute génération, de 17 à 107 ans ! C’est à ce moment-là aussi que mon goût pour la « bonne bouffe » revient et l’idée de cuisiner s’est imposée comme une évidence !En fait rapidement je passe mon CAP cuisine et j’ouvre mon food-truck de burgers maison et je me spécialise dans une carte de lunch, sous forme de traiteur évènementiel : mini-burgers en tout genre, des viandes marinées, des animations plancha, face aux clients, car c’est ça que j’aime : recevoir du monde au Dépôt et les voir sourire, se régaler, s’amuser et partager un bon moment et repartir avec le sourire ! Je pense que je préfère même ça que regarder ce qu’il y a dans la caisse à la fin de la soirée ! M’assurer que les clients ont passé un bon moment et qu’ils soient prêts à revenir chez nous !Aux Meubles DELMAS, petit achat, moyen, gros, on s’en foutait, chaque client repartait avec sa bouteille de vin de GAILLAC… au Dépôt, il ne repart pas avec, il la boit sur place*… je crois que le vin de GAILLAC est dans nos gènes !Oui à la base le dépôt est un simple hangar de stockage. Aujourd’hui, il devient au fil du temps un lieu atypique et sympathique, il dispose d’un terrain de 6000 m² qui nous permet depuis 3 ans de proposer des soirées festives, en extérieur !La prochaine grosse échéance c’est la 2ᵉ édition du festival food trucks du 4 au 8 maiLa prochaine grosse échéance qui nous attend c’est la 2ᵉ édition du festival food trucks, du 4 au 8 mai prochain : un rassemblement de food trucks aux cuisines variées et de tous horizons. On s’est fait surprendre par le succès du festival lors de la première édition. On réitère avec encore plus d’envie et d’ambition, pour être à la hauteur de l’événement, avec de nombreuses animations : concerts, dj, espace enfants, le tout sur 5 jours de festivités ! L’entrée est gratuite, l’ambiance sera conviviale, familiale et le Gaillac sera dans toutes ses couleurs : blanc, rouge, rosé. En inauguration du festival et pour ne pas oublier nos racines rugby, VINCENT MOSCATO nous fera le plaisir de venir jouer son one-man-show, le jeudi 4 mai, à 21h. Il reste encore quelques places, pour venir voir jouer « l’enfant du pays ».Et pour te répondre, l’essai du Dépôt est transformé, maintenant on vise le maintien et on prend « match après match », soirée après soirée, tant qu’il y aura de la convivialité, de l’amitié…et du rosé, tout ira bien !*Avec modération. L’abus d’alcool est dangereux pour la santé, consommez modérément.",rugby
"Real Madrid : Modric, la lueur d'espoir",Le Real Madrid pourrait sélectionner Luka Modric pour la finale de la Coupe du Roi samedi contre Osasuna," Pour rappel, le Croate s'est déchiré les ischio-jambiers lors de la défaite de la semaine dernière contre Gérone. La nouvelle de la blessure de Modric est tombée vendredi et il a manqué les deux derniers matches du Real Madrid, contre Almeria et la Real Sociedad. Un premier diagnostic laissait présager une absence d'un mois, ce qui l'aurait privé d'une bonne partie du reste de la saison. Il a été rapporté que Modric a rencontré un spécialiste à Belgrade au cours du week-end, et il semble que cela ait accéléré son rétablissement. Relevo a indiqué qu'il avait participé à un entraînement partiel mercredi et qu'il pourrait être en mesure de jouer contre Osasuna. Toutefois, comme la demi-finale aller de la Ligue des champions contre Manchester City aura lieu trois jours plus tard, Carlo Ancelotti pourrait choisir de laisser Modric au repos avant ce match, alors que le Real Madrid cherche à devenir champion d'Europe pour la deuxième fois consécutive. Modric a été un rouage essentiel du Real Madrid au fil des ans, et s'il était disponible pour au moins l'un des deux prochains matches, ce serait un énorme coup de pouce.",football
"XV DE FRANCE. Sur un nuage, Hastoy peut-il passer devant Jalibert dans la hiérarchie des 10 ?","Actuellement en forme internationale, l’ouvreur du Stade Rochelais Antoine Hastoy brille sur la scène nationale et continentale. De quoi relancer un énième débat avec Jalibert ?","Vous connaissez l’adage, les absents ont toujours tort. Une phrase d’autant plus vraie dans le monde du rugby, tant les joueurs blessés peuvent perdre du terrain sur leurs concurrents. En témoigne le cas Hastoy/Jalibert. En effet, et même si depuis plusieurs années désormais, Fabien Galthié a installé le joueur de l’UBB comme la doublure de Romain Ntamack en équipe de France, les blessures à répétition de celui-ci, jumelées à la forme incroyable du néo-rochelais Antoine Hastoy, relance un débat qui commence à prendre de l’ampleur. Et pour cause, pendant que le natif de Saint-Germain-en-Laye soigne sa cheville, l’ancien maître à jouer de Pau enchaîne les prestations de haut-vol. L’on pense notamment à son match plein face à la Section en mars dernier (26 points inscrits), ou encore à ses deux rencontres en Champions Cup face aux Saracens et Exeter. Un joueur pétri de talent, qui s’adapte parfaitement au collectif déjà bien huilé du Stade Rochelais (279 points inscrits pour sa première saison). De quoi relancer l’éternel débat concernant la hiérarchie des 10 en équipe de France ?Depuis plusieurs saisons désormais, Matthieu Jalibert voit sa progression freinée par de nombreuses blessures. Une fragilité qui, même si elle peut parfois ''profiter'' à d'autres, ne remet pas en cause le talent de l'ouvreur de l'UBB. Bien au contraire ! À chacun de ses retours, Jalibert a su prouver au monde du rugby qu'il allait falloir compter sur lui, et notamment en équipe de France. De plus, son expérience internationale (23 sélections), bien supérieur aujourd'hui à Antoine Hastoy (2 sélections), lui donne un avantage considérable auprès de Fabien Galthié. Un constat que l'on a encore vu lors du dernier Tournoi, où, au-delà d'être préféré sur le banc à Hastoy, Jalibert a su se montrer décisif et précieux. Autrement dit, et malgré une saison certainement plus impressionnante d'Antoine Hastoy, il serait étonnant de voir ce dernier passer devant le joueur de l'UBB, surtout à quelques mois de la Coupe du Monde. Reste à voir en revanche si Jalibert revient à son meilleur niveau rapidement, et si son corps décide de le laisser un peu tranquille lors des prochains mois. À ce propos, l'ouvreur de 24 ans pourrait effectuer son retour dès ce week-end, face au Stade Toulousain. Quant à Hastoy, il pourra se consoler avec une fin de saison plus qu'alléchante du côté du Stade Rochelais, avant de découvrir sa première Coupe du Monde, lui qui est actuellement le numéro 3 dans la hiérarchie des ouvreurs...",rugby
"NBA – L’image virale d’Austin Reaves, détruit après sa défense sur les Splash Bros !","Contre Golden State, il fallait que les Lakers soient à 200% sur le plan défensif pour avoir une chance de l’emporter. Après la victoire, plusieurs joueurs ont logiquement semblé exténués, et une photo virale d’Austin Reaves dans les vestiaires fait beaucoup parler sur les réseaux sociaux. ","Lorsque vous avez des joueurs comme Stephen Curry ou Klay Thompson en face de vous, il est nécessaire d’être concentrés défensivement. La belle victoire des Lakers a été marquée par plusieurs points positifs, et l’énergie déployée par les hommes de Darvin Ham pour limiter les stars adverses en fait clairement partie. Outre le match dantesque d’Anthony Davis, les role players ont aussi répondu présent.Si le défi physique imposé par le jeu sans ballon des Splash Brothers est énorme, Jarred Vanderbilt, joueur prédestiné à limiter le Chef dans ses mouvements, a été très efficace. Sur la dernière action, il l’a notamment empêché de prendre le tir de l’égalisation. Austin Reaves était quant à lui chargé de s’occuper de Klay Thompson, et ne l’a pas lâché d’une semelle… D’ailleurs, il en a payé le prix de retour au vestiaire.Reaves is cooked After chasing Klay all game 😂 pic.twitter.com/UDOsULtJfGAustin Reaves est cuit après avoir chassé Klay tout le match 😂Alors que Klay Thompson a shooté avec un petit 38% de réussite, on peut aisément penser que l’arrière des Lakers a contribué à cette maladresse. Positionné en véritable chien de garde du sniper des Warriors, Reaves semblait complètement KO après la rencontre, avec deux énormes poches de glace sur les genoux. En tout cas, les fans rendent bien cet effort à leur nouveau petit chouchou en vantant ses mérites :The contribution that won’t be shown on the stat sheetLa contribution qui ne sera pas affichée sur la feuille de statistiques.damn reaves looks spent. Also played 40m. Welcome to the highest level of the sport. What a gameReaves a l’air épuisé. Il a joué 40 minutes, bienvenue dans le plus gros niveau sportif. Quel matchLes efforts défensifs de tous les joueurs des Lakers leur permettront d’augmenter leurs chances de qualification. Si Austin Reaves et Jarred Vanderbilt ont été héroïques, attention tout de même à un gros coup de chaud des Splash Brothers…",basket
Comment le Napoli peut-il être champion d'Italie dès ce mercredi ?,"Ce mercredi, le Napoli a l'occasion d'être champion d'Italie sans même jouer, en fonction du résultat de la Lazio Rome."," Dimanche, le Napoli a été tout proche de son titre de champion d'Italie, celui que tout un peuple attend depuis celui remporté en 1990 par Diego Maradona et ses coéquipiers. Mais la Salernitana a reporté la fête en égalisant à la 84è minute, glaçant le stade au nom de la légende argentine alors que celui-ci n'attendait que de s'embraser. Mais le sacre n'a qu'été reporté et ne tient désormais plus qu'à un fil. Naples peut être champion sans jouer À tel point que les Azzuri pourront même être sacré champions dès ce mercredi et sans même jouer. Avec 18 points d'avance sur la Lazio Rome à six journées de la fin, le moindre faux pas des Biancocelesti offrira le Scudetto aux Napolitains. À commencer par la réception de Sassuolo ce mercredi. Tout autre résultat qu'une victoire romaine officialiserait le sacre des hommes de Luciano Spalletti. Et même si la Lazio s'impose et obtient une victoire précieuse dans la course à la Ligue des Champions, Naples n'aura besoin que d'un point jeudi sur la pelouse d'Udinese pour être champion. Évidemment, la fête sera différente d'un sacre à domicile, mais nul doute que la ville de Naples explosera si l'une des deux situations se produit. Pour rappel, le club de Campanie n'a remporté la Série qu'à deux reprises dans son histoire, à l'époque de Diego Maradona en 1987 et 1990. Quel est le meilleur numéro 9 au monde ? Quel est le meilleur numéro 9 au monde ?",football
Erling Haaland devient le premier joueur à marquer 35 buts au cours d'une saison de Premier League !,"L'attaquant de Manchester City, Erling Haaland, a une nouvelle fois trouvé le chemin des filets en inscrivant un nouveau but record contre West Ham."," L'attaquant de Man City Erling Haaland illumine la Premier League dès sa première saison dans l'élite anglaise. Après avoir marqué dans son sixième match consécutif contre West Ham, le Norvégien a inscrit un total incroyable de 35 buts lors de ses 31 premières rencontres. Ce jalon établit non seulement un nouveau record de 38 matches pour l'ère moderne de la Premier League, alors qu'il reste encore sept matches à disputer, mais elle dépasse également le record de 42 matches de Premier League, ce qui place Haaland au-dessus de tous les autres buteurs de l'histoire moderne du championnat. Haaland marque des buts à un rythme incroyable, avec 1,25 but par 90 minutes et un but toutes les 71,49 minutes. Le Norvégien est désormais seul en tête du classement des meilleurs buteurs de l'histoire de la Premier League. Quel est le meilleur numéro 9 au monde ? Quel est le meilleur numéro 9 au monde ?",football
Le PSG annonce la fin de saison de Nuno Mendes,"Ce mercredi, le Paris Saint-Germain a annoncé le forfait de Nuno Mendes jusqu'à la fin de la saison 2022-2023."," Chamboulé par la défaite face à Lorient (1-3) puis l'affaire du voyage de Lionel Messi en Arabie Saoudite, le Paris Saint-Germain a encore cinq matches à disputer avant que cette saison, qui sera décevante quoi qu'il arrive, se termine. Sous la menace de l'OM et de Lens au classement, les Parisiens ne doivent pas laisser de points en cours de route afin de conserver leur titre de champion de France. Nuno Mendes absent jusqu'en fin de saison Cela commencera par le déplacement sur la pelouse de Troyes dimanche. Mais Christophe Galtier va devoir se passer de l'un de ses éléments forts, une des rares satisfactions de la saison, et ce jusqu'à la fin. Ce mercredi, le PSG a en effet annoncé que Nuno Mendes était forfait jusqu'en fin de saison. L'international portugais a été victime d’une lésion haute de l’ischio-jambier droit face aux Merlus et ne participera donc plus aux derniers matches cette saison. Au total, il n'aura disputé que 32 matchs toutes compétitions confondues à cause d'autres blessures musculaires entre octobre et janvier, il aura inscrit 2 buts et 7 passes décisives. C'est donc Juan Bernat qui devrait terminer la saison dans le couloir gauche de la défense parisienne.",football
Un ancien de l'OM en prison pour trafic de drogue,L'ancien attaquant espagnol Sergio Contreras a été condamné à six ans de prison pour son rôle dans un réseau de trafic de drogue. ," Plus connu sous le nom de ""Koke"", Contreras a mené une carrière de footballeur de 13 ans dans neuf pays différents, de l'Azerbaïdjan à la Bolivie. Koke a fait ses classes à Malaga et a rejoint l'Olympique de Marseille dans sa jeunesse, avant de passer par le Rayo Vallecano et le Sporting CP. Il a finalement pris sa retraite en 2016 au sein du club grec de l'Aris Thessalonique. Il avait déjà passé un an et huit mois en prison avant de verser une caution de 15 000 euros, selon EFE via Diario AS, lorsqu'il faisait partie des 17 personnes arrêtées après la découverte d'une tonne de marijuana et de plusieurs armes. Dans une interview accordée à El Desmarque alors qu'il était en liberté sous caution, Contreras a semblé montrer peu de regrets. ""Je voudrais faire comprendre à la société que nous sommes des gens normaux, que la présomption d'innocence doit exister, que les gens ne peuvent pas être exclus en allant en prison, que tout le monde mérite une chance. Dans mon cas, je me considère comme une bonne personne et ici, je suis encore meilleure. Passer par la case prison n'est pas la pire chose au monde, oui, c'est difficile. Le fait d'être ici vous fait vivre des choses impensables et penser comme un prisonnier"". Contreras est reconnu coupable d'avoir joué un rôle de premier plan dans l'organisation qui achetait, transportait et vendait la drogue. L'organisation a mis en place des itinéraires vers l'Europe à partir d'autres continents, mais Contreras a été condamné à six ans, bien moins que les 16 ans initialement demandés par le procureur. Quel est le meilleur numéro 9 au monde ? Quel est le meilleur numéro 9 au monde ?",football
"NBA – Encore agacé, la réaction virale de Steph Curry au raté de Jordan Poole !","Jordan Poole a tenté de jouer les héros ce mardi soir contre les Lakers, mais sans succès. Un tir raté pour l’arrière très risqué, provoquant la déception et même l’agacement de Steph Curry. Il faut dire que ce n’est pas une première entre les deux joueurs. La preuve d’une certaine tension.","Avec 21 points dans ce Game 1 contre les Lakers, on ne peut pas dire que Jordan Poole a réalisé un mauvais match pour entamer cette série. L’arrière a retrouvé un peu d’adresse, mais il a ruiné sa performance dans les 10 dernières secondes, moment choisi par Poole pour tenter un tir à trois points loin derrière la ligne. De quoi lui attirer une pluie de critiques.Le jeune joueur continue de prendre des tirs contestables, mais en playoffs, ça ne pardonne pas. Beaucoup de supporters ont tenu à le critiquer pour ce tir, tandis que la réaction de Steph Curry fait parler du côté de Twitter. Au moment de shoot et peu après, on peut voir que Baby Face a du mal à cacher son agacement devant une telle séquence.Just look at Curry after this dumbass Poole shot pic.twitter.com/vg4Lxxyh2hUne publication partagée par @officialnbabuzzDes regrets pour les Dubs ? Pas nécessairement non plus. Si Curry était frustré, Steve Kerr a estimé en conférence de presse que le tir de Poole était « bon » pour l’équipe. Pas sûr que les supporters soient d’accord avec une telle déclaration.Steve Kerr calls JP's 3-point attempt with 10 seconds left ""a great shot for us."" pic.twitter.com/dcRzTCgITLSteve Kerr a estimé que le 3 points de Jordan Poole à 10 secondes restantes était « un bon tir pour nous. »Bon ou mauvais tir pour Jordan Poole ? C’est en tout cas une séquence qui fait débat chez les supporters. Le résultat reste le même, puisque les Warriors n’ont pas réussi à prendre cette victoire dans le Game 1. Cette série s’annonce en tout cas passionnante pour la suite.",basket
